"state","fire_year","total_fires","stat_cause_descr"
"CT",2015,372,"All"
"CT",1998,30,"All"
"ME",2002,664,"All"
"DC",1994,4,"All"
"DC",1998,13,"All"
"DE",2012,19,"All"
"HI",2005,1242,"All"
"NE",1993,17,"All"
"IL",2015,106,"All"
"IN",1994,85,"All"
"KS",1995,30,"All"
"KS",1997,22,"All"
"KS",2000,48,"All"
"MD",2010,168,"All"
"NE",2000,114,"All"
"NE",2013,423,"All"
"NE",2001,77,"All"
"NE",1999,75,"All"
"NE",2002,183,"All"
"NE",1997,57,"All"
"NE",1996,59,"All"
"NH",1996,83,"All"
"NH",2012,100,"All"
"NH",2010,98,"All"
"NH",2014,125,"All"
"NH",1997,85,"All"
"NH",2004,70,"All"
"NH",2005,88,"All"
"NH",2009,68,"All"
"NH",2007,95,"All"
"NH",2006,111,"All"
"NH",2013,147,"All"
"ID",1998,1758,"All"
"PA",1995,22,"All"
"RI",2015,85,"All"
"VT",2014,55,"All"
"VT",2013,126,"All"
"WY",2007,595,"All"
"WY",2014,595,"All"
"WY",1997,195,"All"
"WY",2004,409,"All"
"DE",2003,21,"All"
"KS",2003,113,"All"
"MA",2001,17,"All"
"MA",2008,12,"All"
"MA",2006,31,"All"
"CO",2007,1070,"All"
"KS",2010,40,"All"
"WY",1998,198,"All"
"UT",2003,1422,"All"
"MI",2011,309,"All"
"IL",2005,62,"All"
"IN",2013,20,"All"
"IN",1998,57,"All"
"OH",2010,180,"All"
"OH",2005,100,"All"
"PA",1997,12,"All"
"VT",2015,87,"All"
"VT",2008,5,"All"
"VT",2010,2,"All"
"NH",1999,5,"All"
"DC",2001,1,"All"
"HI",1997,12,"All"
"HI",1994,9,"All"
"HI",1992,77,"All"
"HI",1996,8,"All"
"HI",1993,14,"All"
"IA",2003,50,"All"
"IL",2012,167,"All"
"KS",2001,69,"All"
"MA",1993,4,"All"
"MA",1996,4,"All"
"MD",1993,11,"All"
"ME",1997,585,"All"
"NE",1992,25,"All"
"NH",2003,56,"All"
"NH",2008,102,"All"
"PA",1996,12,"All"
"VT",2012,97,"All"
"IA",2001,10,"All"
"IL",2003,48,"All"
"IN",2008,67,"All"
"HI",2015,4,"All"
"VT",2005,26,"All"
"VT",2003,9,"All"
"ME",1994,541,"All"
"NE",1995,56,"All"
"RI",2014,46,"All"
"IL",2000,29,"All"
"IN",2014,36,"All"
"HI",1998,26,"All"
"NE",1998,43,"All"
"KS",2013,14,"All"
"KS",1996,30,"All"
"MD",2002,14,"All"
"DE",2005,14,"All"
"IA",1999,20,"All"
"VT",1997,2,"All"
"MA",1995,15,"All"
"ME",2004,467,"All"
"KS",1992,16,"All"
"VT",1995,2,"All"
"DC",1999,8,"All"
"DC",1997,3,"All"
"DE",2013,9,"All"
"HI",2013,60,"All"
"HI",2012,714,"All"
"HI",2002,576,"All"
"HI",1995,10,"All"
"HI",2011,603,"All"
"IA",2007,143,"All"
"IA",2000,19,"All"
"IA",1997,10,"All"
"IA",1998,3,"All"
"KS",1998,31,"All"
"MA",1994,1,"All"
"ME",2001,963,"All"
"NH",2011,4,"All"
"PR",2011,2490,"All"
"PR",2006,2529,"All"
"PR",2002,1,"All"
"RI",1994,1,"All"
"DC",1995,5,"All"
"DE",2014,3,"All"
"IA",2011,439,"All"
"MA",1999,7,"All"
"PR",1997,6,"All"
"VT",2004,16,"All"
"HI",2006,789,"All"
"HI",2001,566,"All"
"HI",2007,964,"All"
"HI",2003,941,"All"
"HI",2000,13,"All"
"HI",1999,9,"All"
"HI",2004,687,"All"
"MD",2003,5,"All"
"ME",1998,580,"All"
"PR",2012,8,"All"
"HI",2010,984,"All"
"HI",2009,816,"All"
"PR",2003,3622,"All"
"PR",2004,1885,"All"
"PR",2010,1750,"All"
"DC",2010,1,"All"
"MA",2013,5,"All"
"DC",2015,3,"All"
"IL",1993,5,"All"
"MA",1997,11,"All"
"VT",2007,5,"All"
"MA",2000,3,"All"
"RI",2005,18,"All"
"DE",2010,1,"All"
"VT",2006,4,"All"
"DC",2005,2,"All"
"DC",1992,3,"All"
"DE",1995,5,"All"
"MD",1992,12,"All"
"PR",1992,4,"All"
"PR",1994,4,"All"
"PA",2000,14,"All"
"VT",1992,1,"All"
"DC",2012,5,"All"
"DC",2009,1,"All"
"DC",2008,1,"All"
"DE",2007,2,"All"
"IA",1993,6,"All"
"IA",1994,5,"All"
"MA",2014,6,"All"
"MA",2010,3,"All"
"DC",2013,1,"All"
"DC",2011,2,"All"
"DC",2007,1,"All"
"MA",1998,1,"All"
"MA",2009,1,"All"
"VT",1999,3,"All"
"VT",2009,1,"All"
"DE",1993,1,"All"
"PR",1998,1,"All"
"DC",2014,1,"All"
"DE",2000,1,"All"
"VT",1993,1,"All"
"DC",2002,1,"All"
"PR",1996,3,"All"
"DE",1999,2,"All"
"DE",1994,2,"All"
"PR",1993,1,"All"
"CO",2013,41,"Arson"
"AR",2012,568,"Arson"
"ME",2008,39,"Arson"
"ME",2006,95,"Arson"
"TN",2009,444,"Arson"
"TN",2007,1138,"Arson"
"TN",2010,603,"Arson"
"TN",2012,365,"Arson"
"MT",2002,33,"Arson"
"MT",2007,68,"Arson"
"MT",2008,160,"Arson"
"MT",2004,54,"Arson"
"MT",2006,188,"Arson"
"MT",1998,90,"Arson"
"ID",1994,36,"Arson"
"ID",2008,31,"Arson"
"ID",1999,36,"Arson"
"ID",1993,10,"Arson"
"WA",2010,60,"Arson"
"ID",2011,259,"Arson"
"ID",2007,43,"Arson"
"ID",1997,14,"Arson"
"MT",1993,33,"Arson"
"MT",2014,92,"Arson"
"MT",2005,81,"Arson"
"MT",2009,115,"Arson"
"MT",2003,59,"Arson"
"MT",2013,56,"Arson"
"MT",1994,30,"Arson"
"MT",1996,57,"Arson"
"MT",2010,76,"Arson"
"MT",2011,58,"Arson"
"MT",2000,61,"Arson"
"MT",1992,28,"Arson"
"MT",1999,104,"Arson"
"ID",2014,13,"Arson"
"ND",2004,441,"Arson"
"SD",2008,69,"Arson"
"SD",1998,24,"Arson"
"SD",2011,63,"Arson"
"SD",2012,94,"Arson"
"SD",1992,40,"Arson"
"SD",2000,31,"Arson"
"SD",2015,78,"Arson"
"WY",2012,45,"Arson"
"SD",2007,26,"Arson"
"SD",2010,55,"Arson"
"SD",2006,43,"Arson"
"CO",1992,84,"Arson"
"WY",2002,2,"Arson"
"WY",1995,4,"Arson"
"SD",1996,43,"Arson"
"CO",2011,21,"Arson"
"CO",1994,119,"Arson"
"CO",2012,37,"Arson"
"CO",2004,12,"Arson"
"CO",1993,87,"Arson"
"CO",2005,14,"Arson"
"CO",1997,17,"Arson"
"CO",2009,6,"Arson"
"CO",1995,68,"Arson"
"CO",2000,13,"Arson"
"CO",2008,5,"Arson"
"CO",2002,20,"Arson"
"WY",2009,13,"Arson"
"WY",2008,28,"Arson"
"AZ",1992,338,"Arson"
"AZ",2007,194,"Arson"
"AZ",2004,154,"Arson"
"AZ",2011,92,"Arson"
"AZ",2000,185,"Arson"
"AZ",2012,166,"Arson"
"AZ",1998,442,"Arson"
"AZ",2005,556,"Arson"
"AZ",2003,117,"Arson"
"AZ",1993,459,"Arson"
"NM",2003,52,"Arson"
"NM",2000,88,"Arson"
"NM",2013,57,"Arson"
"NM",2014,36,"Arson"
"NM",2012,78,"Arson"
"NM",2002,64,"Arson"
"NM",2004,37,"Arson"
"NM",1993,101,"Arson"
"NM",2007,75,"Arson"
"NM",1992,79,"Arson"
"NM",2001,56,"Arson"
"NM",2005,83,"Arson"
"AZ",2001,254,"Arson"
"AZ",2014,145,"Arson"
"AZ",2002,242,"Arson"
"AZ",2013,112,"Arson"
"AZ",1997,171,"Arson"
"AZ",2015,105,"Arson"
"AZ",1995,420,"Arson"
"AZ",2009,183,"Arson"
"AZ",1999,162,"Arson"
"AZ",1996,154,"Arson"
"AZ",2006,191,"Arson"
"NM",1994,32,"Arson"
"NM",1995,31,"Arson"
"NM",1997,39,"Arson"
"NM",2010,58,"Arson"
"NM",2009,60,"Arson"
"NM",2006,102,"Arson"
"AZ",2010,60,"Arson"
"AZ",1994,306,"Arson"
"AZ",2008,133,"Arson"
"NM",1998,23,"Arson"
"NM",2008,57,"Arson"
"NM",2015,47,"Arson"
"UT",2008,17,"Arson"
"UT",2007,9,"Arson"
"ID",2002,12,"Arson"
"ID",2015,16,"Arson"
"ID",2003,48,"Arson"
"ID",2000,37,"Arson"
"WY",2013,8,"Arson"
"UT",1999,39,"Arson"
"UT",1997,24,"Arson"
"UT",2001,14,"Arson"
"UT",1992,11,"Arson"
"UT",2012,32,"Arson"
"UT",1995,30,"Arson"
"NV",1994,16,"Arson"
"UT",2009,13,"Arson"
"ID",2012,86,"Arson"
"ID",2006,29,"Arson"
"ID",1996,21,"Arson"
"ID",2004,18,"Arson"
"ID",1995,19,"Arson"
"WY",2000,7,"Arson"
"NV",1995,35,"Arson"
"NV",2012,19,"Arson"
"CA",1992,1155,"Arson"
"CA",2005,787,"Arson"
"NV",2010,7,"Arson"
"NV",1993,23,"Arson"
"NV",2005,24,"Arson"
"CA",1995,997,"Arson"
"NV",1992,33,"Arson"
"NV",1996,22,"Arson"
"UT",1996,21,"Arson"
"UT",1993,17,"Arson"
"UT",2000,27,"Arson"
"UT",2006,31,"Arson"
"UT",1994,18,"Arson"
"UT",2005,8,"Arson"
"CA",2000,828,"Arson"
"CA",1997,763,"Arson"
"CA",2012,587,"Arson"
"CA",2008,680,"Arson"
"CA",1999,1068,"Arson"
"CA",2006,928,"Arson"
"CA",2010,390,"Arson"
"CA",1996,948,"Arson"
"CA",2002,936,"Arson"
"CA",2007,1169,"Arson"
"CA",2011,696,"Arson"
"CA",2003,865,"Arson"
"CA",2014,535,"Arson"
"CA",2004,809,"Arson"
"CA",1993,1077,"Arson"
"CA",1994,768,"Arson"
"CA",2013,689,"Arson"
"CA",1998,837,"Arson"
"CA",2001,952,"Arson"
"CA",2015,653,"Arson"
"CA",2009,518,"Arson"
"OR",2010,49,"Arson"
"OR",2001,89,"Arson"
"OR",2014,79,"Arson"
"OR",1992,134,"Arson"
"OR",1995,65,"Arson"
"OR",1998,89,"Arson"
"OR",1996,74,"Arson"
"OR",2011,56,"Arson"
"OR",2009,46,"Arson"
"OR",2006,120,"Arson"
"OR",2000,87,"Arson"
"OR",1999,59,"Arson"
"OR",2008,64,"Arson"
"OR",2013,114,"Arson"
"OR",2004,54,"Arson"
"OR",2007,92,"Arson"
"OR",2012,59,"Arson"
"WA",2009,79,"Arson"
"WA",2008,84,"Arson"
"OR",1997,60,"Arson"
"OR",2003,63,"Arson"
"OR",2015,67,"Arson"
"WA",2001,37,"Arson"
"OR",1993,60,"Arson"
"OR",2005,78,"Arson"
"OR",2002,65,"Arson"
"WA",2015,69,"Arson"
"WA",2011,69,"Arson"
"WA",2002,56,"Arson"
"WA",2003,84,"Arson"
"WA",2005,62,"Arson"
"WA",1993,36,"Arson"
"WA",2014,89,"Arson"
"WA",1994,98,"Arson"
"OR",1994,110,"Arson"
"WA",1999,36,"Arson"
"AL",2003,909,"Arson"
"AL",2005,1250,"Arson"
"AL",2009,442,"Arson"
"AL",1992,68,"Arson"
"AL",2006,1713,"Arson"
"AL",1994,86,"Arson"
"AL",1995,136,"Arson"
"AL",1998,1867,"Arson"
"AL",2000,2767,"Arson"
"AL",2008,684,"Arson"
"AL",2011,398,"Arson"
"AL",1993,98,"Arson"
"AL",2014,322,"Arson"
"AL",2002,1330,"Arson"
"AL",1999,2338,"Arson"
"AL",2012,361,"Arson"
"AL",2007,1488,"Arson"
"AL",1996,109,"Arson"
"AL",2010,620,"Arson"
"AL",2001,1559,"Arson"
"AL",2013,273,"Arson"
"AL",1997,1303,"Arson"
"AL",2015,247,"Arson"
"AL",2004,1458,"Arson"
"KY",2007,106,"Arson"
"KY",2002,58,"Arson"
"KY",2004,44,"Arson"
"KY",2010,52,"Arson"
"KY",1994,137,"Arson"
"KY",2009,32,"Arson"
"KY",1995,139,"Arson"
"KY",1992,29,"Arson"
"KY",1993,67,"Arson"
"KY",2001,1443,"Arson"
"KY",2014,38,"Arson"
"KY",1999,1170,"Arson"
"KY",2013,26,"Arson"
"KY",2011,34,"Arson"
"KY",1998,562,"Arson"
"KY",2008,55,"Arson"
"KY",2000,1011,"Arson"
"KY",2012,33,"Arson"
"KY",1996,56,"Arson"
"KY",2003,29,"Arson"
"KY",2005,68,"Arson"
"KY",2006,55,"Arson"
"KY",1997,392,"Arson"
"KY",2015,27,"Arson"
"GA",1994,1687,"Arson"
"GA",1993,2323,"Arson"
"GA",2006,1557,"Arson"
"GA",1992,1711,"Arson"
"GA",2002,1259,"Arson"
"GA",2007,1626,"Arson"
"GA",2005,1012,"Arson"
"GA",2001,1706,"Arson"
"GA",1997,1345,"Arson"
"GA",2003,737,"Arson"
"GA",1998,1352,"Arson"
"GA",1996,1921,"Arson"
"GA",1999,1889,"Arson"
"GA",2000,1716,"Arson"
"GA",2009,686,"Arson"
"GA",1995,1732,"Arson"
"GA",2014,275,"Arson"
"GA",2004,1252,"Arson"
"GA",2008,915,"Arson"
"GA",2010,880,"Arson"
"TN",2002,552,"Arson"
"TN",1999,1435,"Arson"
"TN",2006,706,"Arson"
"TN",2001,1235,"Arson"
"TN",1995,58,"Arson"
"TN",2011,374,"Arson"
"TN",2004,42,"Arson"
"TN",1992,33,"Arson"
"TN",2005,796,"Arson"
"TN",1996,29,"Arson"
"TN",2000,1211,"Arson"
"TN",1994,42,"Arson"
"TN",1998,833,"Arson"
"TN",2008,26,"Arson"
"TN",1993,26,"Arson"
"TN",2014,345,"Arson"
"TN",2003,14,"Arson"
"TN",1997,630,"Arson"
"TN",2015,203,"Arson"
"TN",2013,238,"Arson"
"FL",2007,603,"Arson"
"FL",2013,404,"Arson"
"FL",2014,330,"Arson"
"FL",1992,176,"Arson"
"FL",1996,147,"Arson"
"FL",2001,161,"Arson"
"FL",1995,128,"Arson"
"FL",2008,439,"Arson"
"FL",1998,116,"Arson"
"FL",2003,314,"Arson"
"FL",1994,157,"Arson"
"FL",2000,149,"Arson"
"FL",2004,533,"Arson"
"FL",2006,776,"Arson"
"FL",2010,307,"Arson"
"FL",2009,427,"Arson"
"FL",1993,138,"Arson"
"FL",1999,115,"Arson"
"FL",1997,111,"Arson"
"FL",2002,100,"Arson"
"FL",2012,456,"Arson"
"FL",2011,477,"Arson"
"FL",2005,315,"Arson"
"FL",2015,290,"Arson"
"LA",1994,80,"Arson"
"LA",2002,561,"Arson"
"LA",2006,1660,"Arson"
"LA",1999,618,"Arson"
"LA",1995,89,"Arson"
"LA",1993,75,"Arson"
"LA",2008,797,"Arson"
"LA",2009,34,"Arson"
"LA",2000,902,"Arson"
"LA",2001,319,"Arson"
"LA",1992,48,"Arson"
"LA",1998,471,"Arson"
"LA",2014,202,"Arson"
"LA",2012,203,"Arson"
"LA",2005,97,"Arson"
"LA",1997,345,"Arson"
"LA",2010,390,"Arson"
"LA",2007,31,"Arson"
"LA",2011,68,"Arson"
"LA",1996,84,"Arson"
"LA",2015,12,"Arson"
"LA",2003,28,"Arson"
"LA",2013,303,"Arson"
"LA",2004,25,"Arson"
"MS",2009,42,"Arson"
"MS",1995,2960,"Arson"
"MS",1996,2850,"Arson"
"MS",2007,1237,"Arson"
"MS",1998,1844,"Arson"
"MS",1992,2981,"Arson"
"MS",1993,2590,"Arson"
"MS",2004,1414,"Arson"
"MS",2010,64,"Arson"
"MS",2000,1563,"Arson"
"MS",2006,2546,"Arson"
"MS",1999,2952,"Arson"
"MS",1997,1539,"Arson"
"MS",2005,1788,"Arson"
"MS",2003,1023,"Arson"
"MS",1994,2019,"Arson"
"MS",2001,1169,"Arson"
"MS",2011,56,"Arson"
"MS",2013,647,"Arson"
"MS",2002,1165,"Arson"
"MS",2012,461,"Arson"
"MS",2008,48,"Arson"
"MS",2015,167,"Arson"
"VA",2011,107,"Arson"
"WV",2010,222,"Arson"
"WV",1997,183,"Arson"
"VA",1998,221,"Arson"
"VA",1999,276,"Arson"
"VA",2000,216,"Arson"
"VA",2001,455,"Arson"
"VA",1992,10,"Arson"
"VA",2012,120,"Arson"
"VA",2010,146,"Arson"
"VA",2008,187,"Arson"
"VA",2007,224,"Arson"
"VA",2005,131,"Arson"
"VA",1995,318,"Arson"
"VA",2006,193,"Arson"
"VA",1997,191,"Arson"
"VA",1994,23,"Arson"
"VA",2003,60,"Arson"
"VA",2002,239,"Arson"
"AR",1993,114,"Arson"
"OK",2003,923,"Arson"
"OK",2010,1105,"Arson"
"OK",2005,392,"Arson"
"OK",1997,206,"Arson"
"AR",1995,164,"Arson"
"OK",1992,35,"Arson"
"AR",1999,824,"Arson"
"OK",1999,384,"Arson"
"OK",2002,283,"Arson"
"AR",2000,992,"Arson"
"OK",2004,1015,"Arson"
"AR",2015,29,"Arson"
"AR",2006,922,"Arson"
"AR",1997,490,"Arson"
"AR",2003,542,"Arson"
"AR",2005,878,"Arson"
"OK",2012,844,"Arson"
"OK",1996,201,"Arson"
"OK",1995,619,"Arson"
"OK",2011,1285,"Arson"
"OK",2006,695,"Arson"
"OK",1998,244,"Arson"
"AR",2004,525,"Arson"
"AR",2001,467,"Arson"
"OK",2007,216,"Arson"
"OK",1993,127,"Arson"
"OK",2001,196,"Arson"
"AR",2011,595,"Arson"
"OK",2013,394,"Arson"
"OK",2008,756,"Arson"
"AR",2002,405,"Arson"
"OK",2000,328,"Arson"
"AR",1998,426,"Arson"
"AR",1996,121,"Arson"
"OK",2009,1235,"Arson"
"OK",1994,303,"Arson"
"AR",2008,275,"Arson"
"AR",1992,78,"Arson"
"AR",1994,110,"Arson"
"AR",2010,646,"Arson"
"AR",2014,305,"Arson"
"AR",2007,489,"Arson"
"OK",2015,620,"Arson"
"AR",2013,23,"Arson"
"AR",2009,389,"Arson"
"NC",2009,642,"Arson"
"NC",2014,728,"Arson"
"NC",1995,1128,"Arson"
"NC",2001,1584,"Arson"
"NC",2002,960,"Arson"
"NC",2007,77,"Arson"
"NC",2004,689,"Arson"
"NC",2003,358,"Arson"
"NC",2000,934,"Arson"
"NC",2005,752,"Arson"
"NC",1992,1235,"Arson"
"NC",1996,790,"Arson"
"NC",2010,826,"Arson"
"NC",2006,934,"Arson"
"NC",1993,1084,"Arson"
"NC",1999,682,"Arson"
"NC",1994,1154,"Arson"
"NC",1998,929,"Arson"
"NC",2008,39,"Arson"
"NC",2011,30,"Arson"
"NC",2012,729,"Arson"
"NC",2015,268,"Arson"
"NC",2013,591,"Arson"
"SC",1996,67,"Arson"
"SC",1995,47,"Arson"
"SC",1999,1684,"Arson"
"SC",2001,1769,"Arson"
"SC",2004,695,"Arson"
"SC",1994,74,"Arson"
"SC",2000,1414,"Arson"
"SC",2005,658,"Arson"
"SC",2011,592,"Arson"
"SC",2012,489,"Arson"
"SC",1993,88,"Arson"
"SC",2006,643,"Arson"
"SC",2008,575,"Arson"
"SC",1997,215,"Arson"
"SC",2003,259,"Arson"
"SC",2013,352,"Arson"
"SC",2002,1246,"Arson"
"SC",1998,1125,"Arson"
"SC",1992,27,"Arson"
"SC",2007,972,"Arson"
"SC",2009,412,"Arson"
"SC",2010,417,"Arson"
"SC",2014,302,"Arson"
"TX",2011,1004,"Arson"
"TX",1992,360,"Arson"
"TX",2006,780,"Arson"
"TX",1994,170,"Arson"
"TX",2002,199,"Arson"
"TX",2001,109,"Arson"
"TX",1996,739,"Arson"
"TX",1999,361,"Arson"
"TX",2005,580,"Arson"
"TX",2009,499,"Arson"
"TX",2015,216,"Arson"
"TX",2008,561,"Arson"
"TX",1993,410,"Arson"
"TX",2012,260,"Arson"
"TX",1995,483,"Arson"
"TX",1998,392,"Arson"
"TX",2007,209,"Arson"
"TX",2000,541,"Arson"
"TX",2003,174,"Arson"
"TX",2013,278,"Arson"
"WI",1998,143,"Arson"
"MN",1997,502,"Arson"
"MN",2003,926,"Arson"
"MN",2002,420,"Arson"
"MN",2007,634,"Arson"
"MN",1993,345,"Arson"
"MN",1996,388,"Arson"
"MN",2006,703,"Arson"
"MN",1999,474,"Arson"
"MN",1994,341,"Arson"
"MN",1995,356,"Arson"
"MN",2014,292,"Arson"
"MN",2004,463,"Arson"
"MN",1998,612,"Arson"
"MN",2012,558,"Arson"
"MN",2008,449,"Arson"
"MN",2005,322,"Arson"
"MN",2001,365,"Arson"
"MN",2009,363,"Arson"
"MN",2000,682,"Arson"
"MI",1999,9,"Arson"
"MI",2001,68,"Arson"
"MI",2004,40,"Arson"
"MI",2008,17,"Arson"
"MI",1994,79,"Arson"
"MI",2003,57,"Arson"
"MI",2015,33,"Arson"
"MI",1998,16,"Arson"
"MI",2012,57,"Arson"
"MI",2013,13,"Arson"
"MI",2002,67,"Arson"
"MI",2009,28,"Arson"
"MI",2005,25,"Arson"
"MI",1997,10,"Arson"
"MI",2000,5,"Arson"
"MI",2010,40,"Arson"
"MI",2007,25,"Arson"
"MO",1994,518,"Arson"
"MO",2004,114,"Arson"
"MO",2014,137,"Arson"
"MO",2006,158,"Arson"
"MO",1998,232,"Arson"
"MO",2005,152,"Arson"
"MO",2003,136,"Arson"
"MO",2012,93,"Arson"
"MO",2010,118,"Arson"
"MO",1995,752,"Arson"
"MO",1997,327,"Arson"
"MO",1999,415,"Arson"
"MO",1993,322,"Arson"
"MO",2007,129,"Arson"
"MO",2009,134,"Arson"
"MO",1996,152,"Arson"
"MO",1992,527,"Arson"
"MO",2002,199,"Arson"
"MO",2000,212,"Arson"
"MO",2001,253,"Arson"
"MO",2011,138,"Arson"
"MO",2015,69,"Arson"
"MO",2013,54,"Arson"
"MO",2008,52,"Arson"
"WI",1996,76,"Arson"
"WI",1992,131,"Arson"
"WI",1994,176,"Arson"
"IL",2001,13,"Arson"
"IL",2004,11,"Arson"
"IL",1994,12,"Arson"
"IL",1995,19,"Arson"
"IL",2011,5,"Arson"
"IL",2006,4,"Arson"
"IL",2007,8,"Arson"
"IL",2010,21,"Arson"
"IL",1999,16,"Arson"
"IL",2009,21,"Arson"
"IL",2013,3,"Arson"
"IL",2002,14,"Arson"
"IL",1997,2,"Arson"
"IL",1996,6,"Arson"
"MN",1992,324,"Arson"
"IN",2000,21,"Arson"
"IN",2002,13,"Arson"
"IN",2007,11,"Arson"
"IN",1996,11,"Arson"
"IN",1995,12,"Arson"
"IN",2004,29,"Arson"
"IN",2010,10,"Arson"
"IN",2001,17,"Arson"
"IN",1992,17,"Arson"
"IN",1997,2,"Arson"
"IN",2009,6,"Arson"
"WI",2006,146,"Arson"
"WI",2005,134,"Arson"
"WI",2001,119,"Arson"
"OH",2001,60,"Arson"
"OH",2012,16,"Arson"
"OH",2014,26,"Arson"
"OH",1995,22,"Arson"
"OH",1992,5,"Arson"
"OH",1999,22,"Arson"
"OH",1996,5,"Arson"
"OH",2002,36,"Arson"
"OH",2000,16,"Arson"
"OH",1997,9,"Arson"
"OH",1998,17,"Arson"
"OH",1994,15,"Arson"
"OH",1993,13,"Arson"
"OH",2011,15,"Arson"
"OH",2015,36,"Arson"
"OH",2006,36,"Arson"
"OH",2013,19,"Arson"
"OH",2003,15,"Arson"
"PA",1993,3,"Arson"
"PA",2006,238,"Arson"
"PA",1998,2,"Arson"
"VT",1994,3,"Arson"
"VT",1998,1,"Arson"
"WV",2006,336,"Arson"
"WV",2007,262,"Arson"
"WV",1993,330,"Arson"
"WV",2008,233,"Arson"
"AK",1998,9,"Arson"
"AK",2003,11,"Arson"
"AK",2007,18,"Arson"
"AK",2014,14,"Arson"
"AK",2008,42,"Arson"
"AK",2010,43,"Arson"
"AK",1997,8,"Arson"
"AK",1993,29,"Arson"
"AK",2009,25,"Arson"
"AK",2015,13,"Arson"
"AK",2013,6,"Arson"
"AK",2000,11,"Arson"
"AK",1992,21,"Arson"
"AK",2006,24,"Arson"
"AK",2002,7,"Arson"
"AK",2011,35,"Arson"
"AK",2001,30,"Arson"
"AK",2004,13,"Arson"
"AK",1999,4,"Arson"
"AK",1994,18,"Arson"
"AK",1996,43,"Arson"
"AK",1995,16,"Arson"
"AK",2005,12,"Arson"
"AK",2012,6,"Arson"
"NM",2011,96,"Arson"
"CO",2015,8,"Arson"
"CO",2010,204,"Arson"
"CO",2006,22,"Arson"
"CO",2001,4,"Arson"
"CO",2003,21,"Arson"
"CO",2014,8,"Arson"
"CO",1999,13,"Arson"
"CO",1996,10,"Arson"
"CT",2000,32,"Arson"
"CT",2002,57,"Arson"
"CT",1999,80,"Arson"
"CT",2008,14,"Arson"
"CT",2005,15,"Arson"
"CT",2001,55,"Arson"
"CT",1995,33,"Arson"
"CT",1992,69,"Arson"
"CT",1993,32,"Arson"
"CT",2004,6,"Arson"
"CT",1994,87,"Arson"
"CT",2006,7,"Arson"
"CT",2003,17,"Arson"
"CT",1996,6,"Arson"
"CT",2007,8,"Arson"
"CT",1997,14,"Arson"
"CT",2010,25,"Arson"
"CT",2011,1,"Arson"
"CT",2012,5,"Arson"
"PA",2009,166,"Arson"
"MD",2008,104,"Arson"
"DC",2006,1,"Arson"
"DC",1993,6,"Arson"
"DE",2015,1,"Arson"
"DE",1997,4,"Arson"
"DE",1992,3,"Arson"
"DE",2001,1,"Arson"
"GA",2013,287,"Arson"
"GA",2011,1034,"Arson"
"GA",2012,636,"Arson"
"GA",2015,219,"Arson"
"HI",2008,1,"Arson"
"HI",2014,1,"Arson"
"IA",2012,13,"Arson"
"IA",2015,28,"Arson"
"IA",1992,3,"Arson"
"IA",2004,3,"Arson"
"IA",2005,2,"Arson"
"IA",2014,13,"Arson"
"IA",2010,3,"Arson"
"IA",2009,5,"Arson"
"IA",2013,3,"Arson"
"IA",2006,8,"Arson"
"IA",1995,2,"Arson"
"ID",2009,65,"Arson"
"ID",2010,156,"Arson"
"ID",2005,31,"Arson"
"ID",2013,16,"Arson"
"ID",2001,34,"Arson"
"IL",1998,10,"Arson"
"IL",2014,8,"Arson"
"IL",2008,10,"Arson"
"IN",2011,6,"Arson"
"IN",2012,8,"Arson"
"IN",2015,4,"Arson"
"IN",1993,11,"Arson"
"KS",2006,57,"Arson"
"KS",1993,7,"Arson"
"KS",1994,12,"Arson"
"KS",2005,25,"Arson"
"KS",2007,30,"Arson"
"KS",2009,3,"Arson"
"KS",2011,5,"Arson"
"KS",2008,6,"Arson"
"KS",2014,9,"Arson"
"KS",2015,419,"Arson"
"KS",2012,3,"Arson"
"KS",1999,1,"Arson"
"KS",2002,14,"Arson"
"MA",2005,7,"Arson"
"MA",1992,1,"Arson"
"MA",2015,53,"Arson"
"MA",2012,1,"Arson"
"MA",2007,3,"Arson"
"MD",2013,21,"Arson"
"MD",2005,87,"Arson"
"MD",1995,22,"Arson"
"MD",2001,14,"Arson"
"MD",2004,9,"Arson"
"MD",2011,29,"Arson"
"MD",1997,14,"Arson"
"MD",2006,187,"Arson"
"MD",1999,12,"Arson"
"MD",1994,10,"Arson"
"MD",1996,14,"Arson"
"MD",2007,129,"Arson"
"MD",2009,4,"Arson"
"DE",2004,1,"Arson"
"MD",2000,6,"Arson"
"MD",1998,8,"Arson"
"MD",2012,40,"Arson"
"MD",2015,45,"Arson"
"MD",2014,32,"Arson"
"ME",1992,126,"Arson"
"ME",2007,34,"Arson"
"ME",1993,126,"Arson"
"ME",2010,86,"Arson"
"ME",2009,53,"Arson"
"ME",2005,33,"Arson"
"ME",2003,51,"Arson"
"ME",2011,76,"Arson"
"ME",1999,1,"Arson"
"ME",2000,1,"Arson"
"ME",1995,20,"Arson"
"ME",1996,2,"Arson"
"MI",2006,18,"Arson"
"MI",2014,5,"Arson"
"MI",1995,71,"Arson"
"MI",1992,91,"Arson"
"MI",1993,35,"Arson"
"MI",1996,59,"Arson"
"MN",2011,368,"Arson"
"MN",2010,611,"Arson"
"MN",2015,547,"Arson"
"MN",2013,191,"Arson"
