"state","fire_year","total_fires","stat_cause_descr"
"NY",2010,56,"Campfire"
"NY",2002,66,"Campfire"
"NY",2011,47,"Campfire"
"NY",2001,78,"Campfire"
"NY",2012,83,"Campfire"
"NY",1996,16,"Campfire"
"NY",2014,26,"Campfire"
"NY",2004,22,"Campfire"
"NY",1993,46,"Campfire"
"NY",2006,57,"Campfire"
"NY",2005,42,"Campfire"
"NY",2009,60,"Campfire"
"NY",2008,61,"Campfire"
"OH",2013,9,"Campfire"
"OH",2014,16,"Campfire"
"OH",2011,2,"Campfire"
"OH",2015,16,"Campfire"
"OK",2011,14,"Campfire"
"OK",2002,112,"Campfire"
"OK",2010,18,"Campfire"
"OK",2009,13,"Campfire"
"OK",2015,13,"Campfire"
"OK",2012,23,"Campfire"
"OK",1995,4,"Campfire"
"OK",2006,12,"Campfire"
"OK",2013,18,"Campfire"
"OK",1996,2,"Campfire"
"OK",1994,7,"Campfire"
"PA",2007,37,"Campfire"
"PA",1994,1,"Campfire"
"PA",1996,1,"Campfire"
"PA",2001,6,"Campfire"
"PA",2010,44,"Campfire"
"PA",2006,31,"Campfire"
"PA",2004,6,"Campfire"
"PA",2008,39,"Campfire"
"PA",2005,31,"Campfire"
"PA",2015,43,"Campfire"
"PA",2011,27,"Campfire"
"PA",1992,2,"Campfire"
"PR",2007,1,"Campfire"
"RI",2008,8,"Campfire"
"RI",2006,3,"Campfire"
"RI",2015,11,"Campfire"
"SC",2002,35,"Campfire"
"SC",2005,19,"Campfire"
"SC",2012,26,"Campfire"
"SC",2007,44,"Campfire"
"SC",2011,30,"Campfire"
"SC",2006,14,"Campfire"
"SC",2004,16,"Campfire"
"SC",2014,18,"Campfire"
"SC",2008,21,"Campfire"
"SC",2010,18,"Campfire"
"SC",2013,17,"Campfire"
"SC",2009,11,"Campfire"
"SC",2015,15,"Campfire"
"TN",2002,22,"Campfire"
"TN",1997,15,"Campfire"
"TN",2011,26,"Campfire"
"TN",2006,24,"Campfire"
"TN",2015,8,"Campfire"
"TN",2005,19,"Campfire"
"TX",2015,93,"Campfire"
"TX",2005,126,"Campfire"
"TX",1998,31,"Campfire"
"TX",1997,19,"Campfire"
"TX",1994,25,"Campfire"
"TX",2001,7,"Campfire"
"TX",2014,112,"Campfire"
"VA",2012,15,"Campfire"
"VA",2006,14,"Campfire"
"VA",2014,15,"Campfire"
"VA",2005,11,"Campfire"
"VA",2007,28,"Campfire"
"VT",2012,5,"Campfire"
"WI",2000,49,"Campfire"
"WI",2012,73,"Campfire"
"WI",2013,35,"Campfire"
"WI",2011,28,"Campfire"
"WI",2014,24,"Campfire"
"WI",1995,64,"Campfire"
"WI",1992,46,"Campfire"
"WI",2007,284,"Campfire"
"WI",1993,23,"Campfire"
"WI",1994,62,"Campfire"
"WI",2015,34,"Campfire"
"WV",2014,34,"Campfire"
"WV",1998,18,"Campfire"
"WV",2001,29,"Campfire"
"WV",1994,16,"Campfire"
"WV",2015,11,"Campfire"
"WV",2003,10,"Campfire"
"WV",1993,18,"Campfire"
"WV",2002,17,"Campfire"
"WV",1997,10,"Campfire"
"WV",1996,10,"Campfire"
"WV",2012,13,"Campfire"
"WV",2004,12,"Campfire"
"WV",1992,13,"Campfire"
"WV",2013,13,"Campfire"
"WV",2000,17,"Campfire"
"WV",1999,32,"Campfire"
"WV",2006,21,"Campfire"
"AL",2002,20,"Campfire"
"AL",2001,33,"Campfire"
"AR",1998,14,"Campfire"
"AR",2001,26,"Campfire"
"KY",1998,25,"Campfire"
"LA",2014,4,"Campfire"
"ME",2012,43,"Campfire"
"ME",2015,41,"Campfire"
"ME",2014,41,"Campfire"
"ME",2013,30,"Campfire"
"MO",2003,32,"Campfire"
"OK",2001,108,"Campfire"
"OK",2000,136,"Campfire"
"OK",1998,81,"Campfire"
"OK",1999,107,"Campfire"
"OK",1997,82,"Campfire"
"PA",2002,39,"Campfire"
"PA",2003,19,"Campfire"
"SC",2001,48,"Campfire"
"SC",1998,26,"Campfire"
"SC",1997,6,"Campfire"
"TN",2000,26,"Campfire"
"VA",2011,15,"Campfire"
"VA",2015,10,"Campfire"
"VA",2002,22,"Campfire"
"VA",1997,18,"Campfire"
"VA",1998,20,"Campfire"
"DE",2004,2,"Campfire"
"DE",2002,7,"Campfire"
"GA",2008,125,"Campfire"
"GA",2003,67,"Campfire"
"GA",2005,130,"Campfire"
"GA",2004,106,"Campfire"
"GA",1998,81,"Campfire"
"IA",2002,5,"Campfire"
"IA",2001,3,"Campfire"
"IA",2004,7,"Campfire"
"IL",2004,19,"Campfire"
"IL",2002,3,"Campfire"
"IL",2003,7,"Campfire"
"IN",2008,21,"Campfire"
"IN",2005,35,"Campfire"
"IN",2007,27,"Campfire"
"KS",2006,26,"Campfire"
"KS",2002,16,"Campfire"
"KS",2003,18,"Campfire"
"MA",2006,5,"Campfire"
"MA",2004,15,"Campfire"
"MA",2008,1,"Campfire"
"MA",2005,8,"Campfire"
"MA",2003,17,"Campfire"
"MA",2002,15,"Campfire"
"MA",2001,2,"Campfire"
"MO",2007,50,"Campfire"
"MO",2008,8,"Campfire"
"ND",2007,4,"Campfire"
"OH",2002,29,"Campfire"
"HI",2015,1,"Campfire"
"VT",2005,3,"Campfire"
"VT",2003,3,"Campfire"
"GA",2010,227,"Campfire"
"WI",2004,49,"Campfire"
"WI",2010,49,"Campfire"
"MD",2005,9,"Campfire"
"MD",2008,10,"Campfire"
"WV",2009,24,"Campfire"
"MS",2002,7,"Campfire"
"WI",2002,36,"Campfire"
"NM",2013,11,"Children"
"AR",2012,27,"Children"
"ME",2006,36,"Children"
"ME",2008,23,"Children"
"TN",2007,42,"Children"
"TN",2010,24,"Children"
"TN",2009,15,"Children"
"TN",2012,16,"Children"
"MT",2003,93,"Children"
"MT",1998,55,"Children"
"MT",2002,45,"Children"
"MT",2001,64,"Children"
"ID",2000,5,"Children"
"MT",1997,72,"Children"
"MT",2012,92,"Children"
"MT",2014,29,"Children"
"MT",1996,92,"Children"
"MT",2010,25,"Children"
"MT",2006,125,"Children"
"MT",2004,52,"Children"
"MT",2009,28,"Children"
"MT",1999,59,"Children"
"MT",2008,59,"Children"
"MT",1994,69,"Children"
"ID",1996,16,"Children"
"WY",1993,2,"Children"
"WY",2003,22,"Children"
"CO",1993,28,"Children"
"CO",2010,11,"Children"
"CO",1996,5,"Children"
"CO",1992,21,"Children"
"CO",2002,5,"Children"
"CO",2004,2,"Children"
"AZ",1997,135,"Children"
"AZ",2007,53,"Children"
"AZ",2006,88,"Children"
"AZ",2010,46,"Children"
"AZ",2013,19,"Children"
"AZ",1995,207,"Children"
"AZ",2000,106,"Children"
"AZ",2002,95,"Children"
"AZ",1993,216,"Children"
"AZ",1996,147,"Children"
"AZ",2005,179,"Children"
"AZ",1999,130,"Children"
"NM",2012,17,"Children"
"AZ",1992,88,"Children"
"AZ",1998,297,"Children"
"AZ",2014,12,"Children"
"AZ",2004,122,"Children"
"AZ",2011,33,"Children"
"AZ",2012,35,"Children"
"AZ",2003,68,"Children"
"AZ",1994,154,"Children"
"NM",1995,24,"Children"
"NM",2006,23,"Children"
"AZ",2015,19,"Children"
"AZ",2009,101,"Children"
"UT",1999,14,"Children"
"ID",1995,4,"Children"
"WY",2000,10,"Children"
"WY",1992,4,"Children"
"WY",1999,9,"Children"
"WY",1996,7,"Children"
"ID",1992,9,"Children"
"UT",1996,15,"Children"
"UT",1992,12,"Children"
"UT",2011,12,"Children"
"UT",1998,10,"Children"
"UT",2001,9,"Children"
"UT",2010,15,"Children"
"UT",1995,15,"Children"
"ID",1994,13,"Children"
"ID",1997,2,"Children"
"ID",2002,8,"Children"
"NV",1993,10,"Children"
"NV",1997,19,"Children"
"NV",1995,22,"Children"
"NV",2000,7,"Children"
"NV",2014,3,"Children"
"NV",1992,11,"Children"
"NV",1996,21,"Children"
"NV",1998,8,"Children"
"UT",1994,16,"Children"
"UT",1993,13,"Children"
"UT",2000,9,"Children"
"CA",1995,413,"Children"
"CA",2000,272,"Children"
"CA",2008,271,"Children"
"CA",2012,221,"Children"
"CA",2005,118,"Children"
"CA",1999,311,"Children"
"CA",1997,349,"Children"
"CA",1994,412,"Children"
"CA",2003,157,"Children"
"CA",2002,212,"Children"
"CA",2001,270,"Children"
"CA",1993,437,"Children"
"CA",1998,279,"Children"
"CA",2004,160,"Children"
"CA",2007,595,"Children"
"CA",1996,419,"Children"
"CA",2013,219,"Children"
"CA",2006,196,"Children"
"CA",1992,549,"Children"
"CA",2011,427,"Children"
"CA",2014,133,"Children"
"CA",2009,215,"Children"
"CA",2015,115,"Children"
"CA",2010,180,"Children"
"NV",1994,8,"Children"
"NV",2008,4,"Children"
"OR",2007,36,"Children"
"OR",1998,57,"Children"
"OR",2002,52,"Children"
"OR",1999,77,"Children"
"OR",1994,90,"Children"
"OR",2005,28,"Children"
"OR",2000,71,"Children"
"OR",1992,95,"Children"
"OR",1997,56,"Children"
"OR",2003,58,"Children"
"WA",2010,20,"Children"
"WA",2012,44,"Children"
"OR",1993,58,"Children"
"OR",2015,31,"Children"
"OR",2013,26,"Children"
"OR",2008,38,"Children"
"OR",2009,26,"Children"
"OR",2014,27,"Children"
"OR",2010,25,"Children"
"OR",1995,52,"Children"
"WA",1992,108,"Children"
"WA",1995,66,"Children"
"WA",2003,49,"Children"
"WA",2000,35,"Children"
"OR",2001,83,"Children"
"OR",1996,62,"Children"
"KY",1992,2,"Children"
"GA",2001,405,"Children"
"GA",2002,293,"Children"
"GA",1998,324,"Children"
"TN",2000,25,"Children"
"TN",2004,1,"Children"
"FL",1996,347,"Children"
"FL",1995,201,"Children"
"FL",1999,277,"Children"
"FL",1992,234,"Children"
"FL",1997,275,"Children"
"FL",2001,255,"Children"
"FL",1993,204,"Children"
"FL",2004,175,"Children"
"MS",1994,22,"Children"
"MS",2010,1,"Children"
"MS",2006,28,"Children"
"VA",1999,104,"Children"
"VA",2014,26,"Children"
"VA",1995,173,"Children"
"AR",1995,1,"Children"
"OK",1995,4,"Children"
"AR",1992,1,"Children"
"NC",2015,130,"Children"
"NC",2012,218,"Children"
"NC",1996,415,"Children"
"NC",1993,428,"Children"
"NC",2013,187,"Children"
"NC",2011,6,"Children"
"NC",2008,2,"Children"
"NC",2001,722,"Children"
"NC",1999,383,"Children"
"NC",2002,485,"Children"
"NC",1997,464,"Children"
"SC",2012,112,"Children"
"TX",2003,13,"Children"
"TX",1993,22,"Children"
"SC",2008,140,"Children"
"SC",2000,281,"Children"
"MN",2004,10,"Children"
"MN",1996,97,"Children"
"MN",1998,270,"Children"
"MN",2003,374,"Children"
"MN",2015,192,"Children"
"MN",1997,178,"Children"
"MN",2006,90,"Children"
"MN",2007,33,"Children"
"MN",1992,175,"Children"
"MN",2013,106,"Children"
"MI",1995,65,"Children"
"MI",1997,4,"Children"
"MI",2010,19,"Children"
"MI",1999,5,"Children"
"MI",1998,8,"Children"
"MI",2012,25,"Children"
"MI",1993,10,"Children"
"MI",1994,60,"Children"
"MI",2000,4,"Children"
"MI",1992,54,"Children"
"MI",2006,17,"Children"
"MI",1996,28,"Children"
"MO",1995,15,"Children"
"MO",1997,9,"Children"
"MN",1994,231,"Children"
"MN",2001,74,"Children"
"MI",2009,22,"Children"
"IN",2001,7,"Children"
"WI",2003,163,"Children"
"WI",2007,44,"Children"
"OH",2013,1,"Children"
"OH",2011,1,"Children"
"OH",1994,2,"Children"
"WV",1999,99,"Children"
"AK",1996,63,"Children"
"AK",1998,35,"Children"
"AK",2005,14,"Children"
"AK",2010,15,"Children"
"CO",2013,12,"Children"
"MO",1998,3,"Children"
"MO",2000,3,"Children"
"MO",2002,3,"Children"
"AK",2004,19,"Children"
"AK",2009,10,"Children"
"AK",2002,27,"Children"
"AK",1994,51,"Children"
"AK",1999,34,"Children"
"AK",1995,37,"Children"
"AK",1993,57,"Children"
"AK",2008,9,"Children"
"AK",1997,45,"Children"
"AK",2006,8,"Children"
"AK",1992,39,"Children"
"AK",2000,19,"Children"
"AK",2001,24,"Children"
"AK",2003,17,"Children"
"AK",2012,11,"Children"
"AK",2011,18,"Children"
"AK",2013,6,"Children"
"AK",2007,11,"Children"
"AL",2014,10,"Children"
"AL",2013,8,"Children"
"AL",2015,13,"Children"
"AL",2012,10,"Children"
"AL",2011,20,"Children"
"AL",1996,108,"Children"
"AL",1994,57,"Children"
"AL",1995,80,"Children"
"AL",2004,62,"Children"
"AL",2008,26,"Children"
"AL",2003,29,"Children"
"AL",2007,43,"Children"
"AL",2005,30,"Children"
"AL",2006,71,"Children"
"AL",2010,16,"Children"
"AL",2009,14,"Children"
"AR",2011,31,"Children"
"AR",2010,23,"Children"
"AR",2009,11,"Children"
"AR",2015,14,"Children"
"AR",2003,17,"Children"
"AZ",2001,92,"Children"
"AZ",2008,109,"Children"
"NM",2015,6,"Children"
"NM",2000,43,"Children"
"CO",1994,53,"Children"
"CO",1995,33,"Children"
"CO",2001,5,"Children"
"CT",2006,19,"Children"
"CT",1999,28,"Children"
"CT",1994,62,"Children"
"CT",1992,28,"Children"
"CT",2001,14,"Children"
"CT",2005,8,"Children"
"CT",1997,14,"Children"
"CT",2000,3,"Children"
"CT",2009,5,"Children"
"CT",2008,22,"Children"
"CT",1995,22,"Children"
"CT",1993,9,"Children"
"FL",2007,184,"Children"
"FL",2006,233,"Children"
"FL",2015,55,"Children"
"FL",2003,117,"Children"
"FL",2005,140,"Children"
"FL",2014,65,"Children"
"FL",2011,140,"Children"
"FL",2012,128,"Children"
"FL",2013,97,"Children"
"FL",2008,103,"Children"
"FL",2009,138,"Children"
"FL",2010,73,"Children"
"MS",2001,28,"Children"
"FL",2002,163,"Children"
"GA",1997,342,"Children"
"GA",1996,465,"Children"
"GA",2012,196,"Children"
"GA",1992,300,"Children"
"GA",1995,432,"Children"
"GA",2014,132,"Children"
"GA",1993,415,"Children"
"GA",1994,301,"Children"
"GA",2013,105,"Children"
"GA",2000,435,"Children"
"GA",2011,340,"Children"
"GA",2015,77,"Children"
"IA",2012,6,"Children"
"IA",2014,6,"Children"
"IA",2013,2,"Children"
"IA",2006,1,"Children"
"IA",2004,1,"Children"
"ID",2001,6,"Children"
"ID",2012,4,"Children"
"ID",2011,13,"Children"
"ID",2015,6,"Children"
"ID",2003,5,"Children"
"ID",1998,6,"Children"
"ID",2008,7,"Children"
"ID",2006,3,"Children"
"IL",2013,1,"Children"
"IL",2012,1,"Children"
"IN",1999,17,"Children"
"IN",1998,8,"Children"
"IN",1995,5,"Children"
"IN",1992,10,"Children"
"IN",2000,6,"Children"
"IN",1994,6,"Children"
"IN",1996,3,"Children"
"KS",2009,1,"Children"
"KS",2007,1,"Children"
"KS",2015,48,"Children"
"KY",2010,13,"Children"
"KY",2002,11,"Children"
"KY",2008,5,"Children"
"KY",2007,17,"Children"
"LA",2013,11,"Children"
"LA",2005,24,"Children"
"LA",2006,8,"Children"
"LA",2010,10,"Children"
"MA",1992,1,"Children"
"MA",2015,18,"Children"
"MD",2012,20,"Children"
"MD",2011,7,"Children"
"MD",2015,11,"Children"
"MD",2013,11,"Children"
"ME",1997,2,"Children"
"ME",1993,56,"Children"
"ME",2005,30,"Children"
"ME",2010,12,"Children"
"ME",2007,24,"Children"
"ME",2003,55,"Children"
"ME",1992,58,"Children"
"ME",2009,21,"Children"
"ME",2011,11,"Children"
"ME",1994,2,"Children"
"MI",2002,9,"Children"
"MI",2015,15,"Children"
"MI",2014,6,"Children"
"MI",2007,22,"Children"
"MI",2001,8,"Children"
"MI",2004,28,"Children"
"MI",2003,37,"Children"
"MI",2008,18,"Children"
"MI",2005,22,"Children"
"MN",1999,263,"Children"
"MN",1993,74,"Children"
"MN",2011,110,"Children"
"MN",2009,129,"Children"
"MN",2010,231,"Children"
"MN",2000,167,"Children"
"MN",2008,107,"Children"
"MN",2014,224,"Children"
"MN",2012,271,"Children"
"MN",1995,141,"Children"
"MN",2002,84,"Children"
"MN",2005,28,"Children"
"MO",1992,14,"Children"
"MO",2014,7,"Children"
"MO",1994,7,"Children"
"MO",1993,7,"Children"
"MO",1996,2,"Children"
"MO",2005,1,"Children"
"MS",2015,16,"Children"
"MS",2014,25,"Children"
"MS",2012,9,"Children"
"MS",1992,22,"Children"
"MS",1996,31,"Children"
"MS",1997,19,"Children"
"MS",1999,22,"Children"
"MS",1993,28,"Children"
"MS",1998,25,"Children"
"MS",1995,27,"Children"
"MT",1995,35,"Children"
"MT",2007,72,"Children"
"MT",1992,67,"Children"
"MT",2013,22,"Children"
"MT",2015,28,"Children"
"MT",1993,31,"Children"
"MT",2005,181,"Children"
"MT",2000,75,"Children"
"MT",2011,12,"Children"
"VA",1992,2,"Children"
"NC",2006,384,"Children"
"NC",2010,268,"Children"
"NC",2009,236,"Children"
"NC",2014,202,"Children"
"NC",2005,308,"Children"
"ND",1998,25,"Children"
"ND",1992,48,"Children"
"ND",1994,41,"Children"
"ND",1996,22,"Children"
"ND",2014,9,"Children"
"ND",1993,17,"Children"
"ND",1997,19,"Children"
"ND",2002,37,"Children"
"ND",2012,21,"Children"
"SD",2008,196,"Children"
"ND",1995,13,"Children"
"SD",1999,271,"Children"
"SD",2000,491,"Children"
"ND",2003,36,"Children"
"SD",2005,219,"Children"
"SD",2014,79,"Children"
"ND",2005,44,"Children"
"ND",2001,30,"Children"
"ND",2000,18,"Children"
"ND",2006,31,"Children"
"SD",2006,313,"Children"
"SD",1992,109,"Children"
"SD",2003,231,"Children"
"ND",2008,24,"Children"
"ND",1999,22,"Children"
"SD",2012,151,"Children"
"ND",2004,33,"Children"
"SD",1997,124,"Children"
"ND",2011,7,"Children"
"ND",2013,6,"Children"
"ND",2007,10,"Children"
"NE",2008,7,"Children"
"NE",2013,3,"Children"
"NE",2015,33,"Children"
"NE",2011,30,"Children"
"NE",2014,17,"Children"
"NE",2012,15,"Children"
"NE",2009,19,"Children"
"NE",1997,3,"Children"
"NE",1995,2,"Children"
"NH",1997,8,"Children"
"NH",2001,20,"Children"
"NH",2008,9,"Children"
"NH",1993,25,"Children"
"NH",1995,46,"Children"
"NH",2006,8,"Children"
"NH",2005,10,"Children"
"NH",2000,5,"Children"
"NH",1998,32,"Children"
"NH",2007,11,"Children"
"NH",1994,19,"Children"
"NH",1996,12,"Children"
"NH",2004,2,"Children"
"NH",2014,2,"Children"
"NH",1992,21,"Children"
"NH",2009,5,"Children"
"NJ",2012,135,"Children"
"NJ",2013,101,"Children"
"NJ",2011,31,"Children"
"NJ",2014,73,"Children"
"NJ",2015,70,"Children"
"NJ",1997,228,"Children"
"NJ",2001,258,"Children"
"NJ",1995,325,"Children"
"NJ",2003,150,"Children"
"NJ",2007,188,"Children"
"NJ",2006,233,"Children"
"NJ",2010,170,"Children"
"NJ",1994,278,"Children"
"NJ",1992,221,"Children"
"NJ",2009,95,"Children"
"NJ",1999,255,"Children"
"NJ",1993,117,"Children"
"NJ",2000,158,"Children"
"NJ",2005,189,"Children"
"NJ",1998,234,"Children"
"NJ",2008,206,"Children"
"NJ",1996,138,"Children"
"NJ",2004,166,"Children"
"NJ",2002,173,"Children"
"NM",2005,30,"Children"
"NM",2011,34,"Children"
"NM",1993,23,"Children"
"NM",2001,28,"Children"
"NM",1999,18,"Children"
"NM",1998,21,"Children"
"NM",1992,20,"Children"
"NM",2003,16,"Children"
"NM",2004,22,"Children"
"NM",2014,8,"Children"
"NM",2010,9,"Children"
"NM",2007,11,"Children"
"NM",2002,22,"Children"
"NM",1997,14,"Children"
"NM",1994,20,"Children"
"NM",1996,15,"Children"
"NM",2008,15,"Children"
"NM",2009,12,"Children"
"NV",2001,5,"Children"
"NV",1999,18,"Children"
"NV",2009,3,"Children"
"NV",2011,7,"Children"
"NV",2002,1,"Children"
"NV",2006,5,"Children"
"NV",2010,3,"Children"
"NV",2004,3,"Children"
"NV",2003,3,"Children"
"NY",2013,32,"Children"
"NY",1994,9,"Children"
"NY",1993,22,"Children"
"NY",2014,10,"Children"
"NY",1995,24,"Children"
"NY",1996,7,"Children"
"NY",1998,19,"Children"
"NY",1999,22,"Children"
"NY",2001,65,"Children"
"NY",2009,82,"Children"
"NY",1992,21,"Children"
"NY",2006,104,"Children"
"NY",2003,71,"Children"
"NY",2000,21,"Children"
"NY",1997,21,"Children"
"NY",2010,75,"Children"
"NY",2002,52,"Children"
"OH",2015,7,"Children"
"OH",2009,1,"Children"
"OK",2012,13,"Children"
"OK",2009,12,"Children"
"OK",2010,12,"Children"
"OK",2011,18,"Children"
"OK",2003,7,"Children"
"OK",2014,7,"Children"
"OK",2008,13,"Children"
"OR",2012,21,"Children"
"OR",2006,51,"Children"
"OR",2011,23,"Children"
"PA",2008,14,"Children"
"PA",2010,11,"Children"
"PA",2004,5,"Children"
"PA",2005,28,"Children"
"PA",2012,20,"Children"
"PA",2011,26,"Children"
"PA",2014,18,"Children"
"PA",2015,12,"Children"
"RI",2008,9,"Children"
"RI",2015,2,"Children"
"RI",2014,3,"Children"
"SC",2006,162,"Children"
"SC",2003,82,"Children"
"SC",2005,169,"Children"
"SC",2011,146,"Children"
"SC",2013,91,"Children"
"SC",2004,191,"Children"
"SC",2007,245,"Children"
"SC",2010,109,"Children"
"SC",2014,66,"Children"
"SC",2009,90,"Children"
"SC",2015,52,"Children"
"SD",2013,87,"Children"
"SD",1998,190,"Children"
"SD",2007,124,"Children"
"SD",1996,162,"Children"
"SD",2004,118,"Children"
"SD",2015,79,"Children"
"SD",2010,67,"Children"
"SD",1994,138,"Children"
"SD",2009,94,"Children"
"SD",2002,361,"Children"
"SD",1993,72,"Children"
"SD",2001,299,"Children"
"SD",1995,91,"Children"
"SD",2011,42,"Children"
"TN",2011,11,"Children"
"TN",2005,17,"Children"
"TN",2006,35,"Children"
"TN",2008,14,"Children"
"TN",2015,14,"Children"
"TN",2014,13,"Children"
"TN",2013,6,"Children"
"TX",1997,5,"Children"
"TX",2006,141,"Children"
"TX",1996,51,"Children"
"TX",2000,37,"Children"
"TX",1998,38,"Children"
"TX",2005,106,"Children"
"TX",1995,14,"Children"
"TX",1992,16,"Children"
"TX",1999,18,"Children"
"TX",1994,18,"Children"
"TX",2001,6,"Children"
"TX",2008,212,"Children"
"TX",2002,13,"Children"
"TX",2011,220,"Children"
"TX",2010,81,"Children"
"TX",2015,65,"Children"
"TX",2009,175,"Children"
"TX",2013,70,"Children"
"TX",2012,64,"Children"
"TX",2007,65,"Children"
"TX",2004,12,"Children"
"UT",2002,3,"Children"
"UT",2006,4,"Children"
"UT",1997,7,"Children"
"VA",2008,37,"Children"
"VA",2001,109,"Children"
"VA",2013,26,"Children"
"VA",2012,32,"Children"
"VA",2006,68,"Children"
"VA",1996,71,"Children"
"VA",2007,52,"Children"
"VA",2010,38,"Children"
"VA",2003,18,"Children"
"VA",2005,38,"Children"
"VA",2009,38,"Children"
"VA",2004,17,"Children"
"VT",2014,1,"Children"
"WA",2001,30,"Children"
"WA",1996,71,"Children"
"WA",2005,31,"Children"
"WA",2002,32,"Children"
"WA",1994,113,"Children"
"WA",2009,41,"Children"
"WA",2008,36,"Children"
"WA",2004,30,"Children"
"WA",2011,26,"Children"
"WA",2015,28,"Children"
"WA",2014,27,"Children"
"WA",2013,16,"Children"
"WA",1998,41,"Children"
"WA",2007,45,"Children"
"WA",1997,38,"Children"
"WA",1999,34,"Children"
"WA",2006,60,"Children"
"WA",1993,27,"Children"
"WI",2012,32,"Children"
"WI",2014,13,"Children"
"WI",2009,31,"Children"
"WI",2013,14,"Children"
"WI",1994,174,"Children"
"WI",1995,78,"Children"
"WI",1997,77,"Children"
"WI",1999,66,"Children"
"WI",1998,24,"Children"
"WI",1996,97,"Children"
"WI",2006,44,"Children"
"WI",2010,27,"Children"
"WI",1993,54,"Children"
"WI",2000,30,"Children"
"WI",1992,78,"Children"
"WI",2015,25,"Children"
"WI",2008,10,"Children"
"WV",1995,82,"Children"
"WV",2005,18,"Children"
"WV",2014,42,"Children"
"WV",1992,37,"Children"
"WV",2015,21,"Children"
"WV",1996,41,"Children"
"WV",1994,57,"Children"
"WV",2002,45,"Children"
"WV",2001,73,"Children"
"WV",2003,27,"Children"
"WV",1997,57,"Children"
"WV",2011,11,"Children"
"WV",2013,16,"Children"
"WV",1998,48,"Children"
"WV",2000,48,"Children"
"WV",1993,31,"Children"
"WV",2012,13,"Children"
"WV",2006,33,"Children"
"WV",2007,23,"Children"
"WV",2008,28,"Children"
"WY",2006,20,"Children"
"WY",2007,18,"Children"
"WY",2002,22,"Children"
"WY",2015,8,"Children"
"AL",1998,64,"Children"
"AL",2001,60,"Children"
"AL",1999,60,"Children"
"AL",2000,130,"Children"
"AL",1997,55,"Children"
"AL",2002,56,"Children"
"AR",2005,37,"Children"
"AR",2004,14,"Children"
"AR",1999,30,"Children"
"AR",2000,24,"Children"
"AR",2006,40,"Children"
"AR",1997,10,"Children"
"AR",2002,15,"Children"
"AR",2008,9,"Children"
"AR",1998,27,"Children"
"FL",1998,250,"Children"
"FL",2000,362,"Children"
"FL",1994,198,"Children"
"KY",2000,11,"Children"
"KY",1997,14,"Children"
"KY",1999,22,"Children"
"KY",1998,11,"Children"
"LA",2014,5,"Children"
"LA",1999,9,"Children"
"LA",2000,6,"Children"
"LA",2001,3,"Children"
"LA",1997,6,"Children"
"LA",2002,109,"Children"
"ME",2013,23,"Children"
"ME",2015,20,"Children"
"ME",2012,29,"Children"
"ME",2014,11,"Children"
"NY",2005,89,"Children"
"NY",2007,82,"Children"
"NY",2015,72,"Children"
"NY",2004,43,"Children"
"NY",2008,99,"Children"
"NY",2011,34,"Children"
"NY",2012,49,"Children"
"OK",2002,67,"Children"
"OK",1997,32,"Children"
"OK",1998,21,"Children"
"OK",1999,65,"Children"
"OK",2001,46,"Children"
"OK",2000,52,"Children"
"PA",2002,17,"Children"
"PA",2003,9,"Children"
"PA",2013,15,"Children"
"PA",2006,17,"Children"
"PA",2009,14,"Children"
"PA",2007,9,"Children"
"SC",1999,295,"Children"
"SC",1997,43,"Children"
"SC",2002,267,"Children"
"SC",1998,183,"Children"
"SC",2001,347,"Children"
"TN",1997,24,"Children"
"TN",1998,31,"Children"
"TN",2002,16,"Children"
"TN",1999,30,"Children"
"TN",2001,40,"Children"
"TX",2014,57,"Children"
"UT",2012,8,"Children"
"UT",2009,10,"Children"
"UT",2013,11,"Children"
"UT",2014,18,"Children"
"VA",2015,19,"Children"
"VA",2011,20,"Children"
"VA",2000,59,"Children"
"VA",2002,70,"Children"
"VA",1997,106,"Children"
"VA",1998,63,"Children"
"WY",2008,30,"Children"
"WY",2009,20,"Children"
"WY",2010,3,"Children"
"WY",2004,18,"Children"
"WY",2001,9,"Children"
"WY",2012,16,"Children"
"WY",2005,13,"Children"
"GA",2005,287,"Children"
"GA",2006,406,"Children"
"GA",2008,247,"Children"
"GA",2007,423,"Children"
"GA",2004,337,"Children"
"GA",2003,141,"Children"
"GA",1999,434,"Children"
"GA",2010,225,"Children"
"GA",2009,141,"Children"
"NC",2000,435,"Children"
"NC",1998,377,"Children"
"NC",1992,437,"Children"
"NC",2004,322,"Children"
"NC",1994,502,"Children"
"NC",2003,147,"Children"
"NC",1995,548,"Children"
"OR",2004,34,"Children"
"MD",2008,47,"Children"
"MD",2006,75,"Children"
"MD",2007,46,"Children"
"MD",2005,30,"Children"
"MS",2000,22,"Children"
"MS",2007,10,"Children"
"MS",2004,14,"Children"
"MS",2005,17,"Children"
"MS",2002,17,"Children"
"WV",2010,22,"Children"
"WV",2009,14,"Children"
"MS",2003,11,"Children"
"AR",2012,11,"Railroad"
"ME",2006,45,"Railroad"
"ME",2008,35,"Railroad"
"TN",2007,25,"Railroad"
"TN",2010,12,"Railroad"
"TN",2009,12,"Railroad"
"MT",1999,34,"Railroad"
"MT",1998,47,"Railroad"
"MT",1996,29,"Railroad"
